N,P,K,ph,EC,S,Cu,Fe,Mn,Zn,B,label
182.22709434302354,13.691512046531432,158.55884922238218,6.403996695781735,0.44351351527924043,0.19435373285264707,17.810307765679084,63.48917929745231,37.738432900674795,37.79281419853217,40.069953319450356,pomegranate
123.56157356991093,79.94523595598223,214.20634154671282,7.562110465895174,0.3391705517952392,0.130743067795549,13.156389617439679,88.65306050118998,48.53905348214541,75.47753171590013,26.554494754232483,pomegranate
200.44609512514126,47.4579156611787,316.91431718955306,7.256024109338169,1.1546730719997285,0.01373235020558662,15.750823929317791,83.63921780561012,62.524423394386254,17.81212035396819,3.7153768758744303,ragi
105.40259037296839,46.52670711189381,70.8470370986545,5.24258938181931,0.12563983919406752,0.1599013683434648,14.095294574967768,114.34154119122411,59.74360920154438,36.17703695332965,58.20138610748003,grapes
98.04830277518818,33.35288826756856,101.27549618639996,6.025793710181316,0.24208008993598162,0.13639830189320595,6.243175299844805,151.29987849135367,107.31210363541655,34.55134977969344,51.67176226599627,grapes
134.9124811569275,55.01411562254839,289.96015592553886,6.080529174220199,1.389218439218541,0.019134321010379516,16.012904754765387,227.15790808348692,60.80491015925741,34.78184292199431,6.837305375710372,ragi
35.7800422486794,77.22851080735795,117.50079103560903,5.171363058656981,1.5698987126477737,0.09293999661626134,34.35987332568032,35.83984834345356,164.65364274904948,39.17643838800853,22.59274709678522,potato
155.66241363405075,76.31564944424393,208.1206723925123,6.028336990847897,0.38514940426623845,0.1853972823492375,12.755048964925797,64.19383425220185,45.864574503832294,48.926567759096656,32.18473415480205,pomegranate
97.8983746745443,37.242429140187014,78.86629594699122,5.715637235532347,1.4249096774094916,0.13089859533336579,20.016922453109213,47.952531857287006,199.4386334482016,38.648695664266015,9.201994710205112,potato
118.7288937984965,65.57374687237109,88.61290265818589,4.236813495503343,1.8453248337718402,0.10146979571025735,25.078236546442234,40.50293329700272,221.32392284079586,35.27091313916041,13.637617231782867,potato
174.60574131504035,41.9140910044532,90.77310219078832,5.388045190009759,2.525400360196957,0.09449693641156182,25.979195690761376,43.27230147807691,241.92652567385733,37.084143716848985,22.966568048787433,potato
141.78933264127423,23.815821684264215,68.82970279301131,6.148636691088688,0.2238820678287486,0.30022923719709593,30.24346089416567,232.85602796326577,443.97893798707014,30.355952174841377,22.605920632872134,mulberry
131.60164028510903,43.390235267851146,90.4963760831152,6.86246031370882,0.1967191374210647,0.14795632635330705,21.096146840406977,56.18384737396889,25.292954613367943,31.52492472202718,48.022372361671316,grapes
82.82765552774325,71.2758209545129,190.98810513250532,7.6563036701413365,1.1941505050837382,0.21560298701615047,20.493157467828397,71.03516553307699,51.225155244108684,24.291756912741278,64.7130506698308,mango
92.29660076131422,88.11200070299128,205.65140002201736,5.197671017736999,1.2961044362329694,0.3335340667571971,7.627022023840087,101.9818833907453,73.94832277408202,49.2701646931675,47.019220242317566,mango
157.5148978423145,71.80596338234577,231.4513922816243,5.9064662920429685,0.5778158752056618,0.16559626626389665,12.320483883880373,127.99079084940394,62.56868007301296,53.95201152186105,19.07430795478674,pomegranate
130.00671841235,80.59433627237703,145.24975704442102,6.2480425316364006,1.4036870584290386,0.3477049617365366,10.015694193969713,160.26775234398607,42.30053510783381,34.92726875245141,60.085635751356776,mango
43.60588388361212,36.61684683519338,42.418407650406145,4.917502171326717,2.5514560418809484,0.08247160537801193,24.086756859185233,48.661768103650324,160.44877053724187,25.364654808162648,22.90040287001482,potato
142.59647610501162,20.133929129858828,224.35383868529124,4.346148315332879,1.7531715818313418,0.07216528872082636,23.88147093132304,36.25476353059873,58.35497782807464,33.53169422829428,11.083490223493545,potato
180.5386310368966,33.98984563165942,228.44019016217422,6.012532101720771,0.14720269100278854,0.3170175326148739,17.237806059542066,113.78770399199112,64.9249473312704,31.68580173583891,34.23683881671928,pomegranate
97.21239517592332,73.04002270992646,168.32038008543844,6.495044200702036,0.9894141310980193,0.18211567205290977,15.154462315518836,133.3932546834152,47.09222955701395,37.380286392153735,65.655101292818,mango
173.8636010654248,39.93461608999444,147.2207721513411,5.754801270438291,0.5611364047137796,0.23286580898259474,10.307876201058766,78.85398659155506,61.97632715209365,23.344737596569733,30.369043702660612,pomegranate
156.36307670966968,28.541413215556624,55.32339052306187,6.793248421586164,0.6423091695901514,0.1962501758396621,27.709428823818147,156.43819699673404,208.8259612959506,21.531478414239515,20.079317998839496,mulberry
51.36491324305232,38.980329330924356,124.21747776537822,5.147678219347909,1.632164671055589,0.08227843083025461,23.890345044648463,38.758829840520725,45.30116734777917,25.976389762979505,10.47795912812828,potato
116.84542007234377,87.03459526821588,180.5386481918552,5.607729678455683,0.690278065042287,0.286487583839829,14.186647136977879,196.51799530665994,77.94771202400617,46.64558324162473,59.08414394364788,mango
173.51830888235784,83.35608049589246,197.40739627399603,5.891526584900475,0.22076571803778106,0.2505667637724929,16.796210343766255,116.20758883186309,52.928195826936545,34.01997656159285,16.587513010019798,pomegranate
135.45545800486042,43.16745325383713,68.95840025211174,6.597365531316897,0.10276279222531867,0.20055339222048946,11.426729025365697,127.39602210568894,121.13803366094277,29.273463289949042,30.972995603596466,grapes
90.9105889663095,54.369233119227125,82.77419349660465,5.451759389152933,0.12543379418432646,0.04357214068094313,10.509056781331907,118.38498423770237,142.35183722912302,42.33291680117934,38.47649359278343,grapes
187.05602311302576,26.352638452906042,108.44686541677211,6.851608242542425,0.4524117617474229,0.22239585046089666,23.24607655380616,105.29040927776495,928.3027108939167,23.502418442707636,16.869401265548124,mulberry
206.43997468452068,23.69201537818053,53.1198943335734,5.212684760263537,0.7170329692470079,0.21615356464823815,28.892807475769917,179.7550455036818,320.1079284724344,18.959216889610012,23.485728747794298,mulberry
136.10449967871318,61.020182170130965,281.42612964730426,5.868722034921759,0.7914037851777105,0.019637524407813804,11.891406848220338,164.25207884915335,54.556829983376886,22.63525027969557,3.758223929098488,ragi
100.83632145288658,21.0653375872061,134.77474816511918,5.879628271886171,1.5962548544193789,0.10846166099091707,22.470685997057952,41.1902690717571,97.9756891887998,38.26357390188976,12.447048012590578,potato
150.72364569145813,24.288364719725767,71.19917420769087,6.443162654952649,0.29798190431950417,0.2002979475585558,32.49188305711048,119.07782460893134,1501.7727692705416,20.71864168172966,10.589002170840367,mulberry
194.88433175233448,40.79179192404174,72.80777966079057,6.035447153365181,0.11401159991321211,0.09375068428047467,8.311251351359472,76.86438075870178,102.10760747281567,46.94751852242945,42.52830416534607,grapes
133.47112740546913,53.741450847766345,206.21882782733942,6.209953492473814,0.041617784161395964,0.13832088544236604,13.59663147397404,122.50589882417631,55.83620153877353,57.36469772017031,46.431197693236236,pomegranate
171.08725959248028,81.04708933105711,379.45989016832124,9.19851494840911,1.2398804818000269,0.015062198454816388,11.51640170144536,254.9809533741352,68.93983649274668,22.257181968575136,8.551007615616735,ragi
116.72311086286412,68.85471069991782,332.89292777856605,5.64042843202268,0.6090091464983142,0.0184279321797564,22.540163337608625,254.35311605916874,63.43336535592214,28.61436418552508,1.84728247838437,ragi
40.09611450565016,36.20042807210872,173.74139268851485,5.062780118696877,1.9022695294537084,0.1288600133431331,12.713895324512745,40.70644608284787,237.1537726130885,51.70592580142233,22.039572101782174,potato
163.97774838147242,37.22739664760806,208.2921192769865,7.478811451102833,0.34343545245407264,0.20783944054573705,19.10398742169788,127.9450350524545,74.43581821230548,57.45560806301559,47.19224800092664,pomegranate
201.77372530935955,42.82340182206466,269.18827734959126,6.942999294262218,1.0069922731085743,0.011992328739803012,11.76029586347222,244.4026673290309,80.6142302094731,17.469164918360406,2.1247264314616032,ragi
158.56132184712376,76.68045839785785,65.90943804484796,6.18811456570842,0.20343210007470133,0.09384795266634952,11.8912558217538,51.56301883935939,135.42337292379426,36.103382524338514,51.18901327899055,grapes
118.87780518753183,86.8935681883227,243.79305003455204,7.817675338447182,1.4497865800424663,0.015819929481306675,11.990235477290922,262.3927708892198,58.074269629671825,30.731110505745377,7.9647647118865255,ragi
117.22638827506569,36.863795908127,91.57525150908185,5.805204911945002,0.25248302748714224,0.15732836793123636,12.823323020043778,145.54104166678678,141.0256860408864,43.71379575355062,46.155710127904975,grapes
138.14081225041687,62.07243540108581,247.1721297400395,4.708079626142845,1.557719396472804,0.02042187630690062,14.97921488360275,239.25659054272342,60.22797613620703,28.095154199175127,7.514496809919232,ragi
124.92251077050366,29.367814498367903,100.85873665194804,5.730498803850504,1.7439874154818855,0.08911243149864169,24.237091434013575,44.11478435127765,191.64853432483622,40.086642358441246,16.265592625585015,potato
154.11778304443484,38.09709905700944,79.26559745707283,6.549380238137902,0.16851873852508845,0.16396343531110125,14.907756182070482,92.46777244160484,50.8509044754729,46.856000947723686,31.823190526173175,grapes
109.63391770017884,63.174936381277746,68.2487966696322,5.826986367064268,0.14330399004908134,0.12759293874154767,4.870388395164813,84.0177729855269,39.978489404320015,31.735601198624252,38.19846682585225,grapes
178.06047501950252,18.704503941471664,98.77353110025071,5.828772245980481,0.1807687840988959,0.28970815748045237,20.13375995934715,138.72028686309292,1200.5315982045163,22.867952784951882,24.704231577949116,mulberry
122.43806144155349,22.37892008084255,120.78671933018765,5.025974178939238,2.159947686050653,0.0991345152448788,24.03096405714235,45.58937509224402,89.01663434908998,25.358883184729944,26.27376093134265,potato
130.2585897105521,30.02954478041332,164.81593517843416,4.854011561625701,1.9786506391442467,0.12095429610740549,18.73551464677206,43.7451885660993,89.90395160116003,22.132746953834182,10.118047492792412,potato
97.62145255111177,74.52204383277518,159.48168638218138,4.811766061667662,1.2316722885296356,0.2912248798957016,16.32360649386031,176.55851853794533,59.063452435124894,24.700406857851135,62.75595935432188,mango
185.18799665613466,31.018380842611926,213.80370614638662,4.920929169263032,0.14617019067137402,0.2749352498173819,15.165107156630333,107.72880904904562,54.956451811358924,33.15945357647359,32.01938496301074,pomegranate
166.83340100380536,23.73499158826905,111.93419048043835,6.531931359154299,0.5034295910628754,0.2970014695388626,35.54519133745285,257.75458734957505,234.6954941681785,20.89506312484534,27.495954933070525,mulberry
155.42256110492357,56.75395180319525,164.1846549076271,6.656531999440627,0.035686206662103176,0.17935738480239577,16.41927612551945,102.2444975713387,49.13727836391329,59.31150075311093,42.99797913583274,pomegranate
117.3858303858313,26.209417732026218,58.278265524646486,5.759176680265221,1.6220189076742904,111.45733126262431,0.2081789400467377,4.12793601668268,188.45889759395268,39.24352016393946,11.005283586114535,mulberry
143.17076839126676,76.50855717477492,174.7961820910631,6.592367155656724,0.20031636658212093,0.24150893168436982,7.9717003644397515,69.10242856032106,56.880663973654606,55.387912054207156,21.437091474764433,pomegranate
175.14378078413407,48.40641669218749,56.56398482392984,7.0318277903371,0.12472810684674321,0.09047627976809158,19.256291567730827,127.64134859658333,56.16644393288261,45.86299887893469,24.23415261220022,grapes
147.22661827032266,88.66133487724906,184.22832013618057,5.072593698974845,1.0690055337895472,0.20040853004995993,15.568189526160582,46.058605794368525,51.34206972615837,40.6201799918386,64.66581311809094,mango
139.32169026370786,102.09460110605183,371.1342753288706,5.861291230781588,1.397012155097467,0.019322937901063337,14.279010922794962,63.9622797394201,59.01862522151731,20.810791417946483,8.423899804238696,ragi
131.51596775638095,70.84522255938347,140.9230961033548,3.6789739350736896,1.4302464316170007,0.09233224491796661,15.027797185604108,39.61532990053076,151.83511105993864,34.53834900625458,20.07641165019377,potato
149.9126841600302,37.98793940575283,73.55758790163063,6.696895917815837,0.18866806936573635,0.08653845657554309,9.310580606048832,113.04081211164555,69.31705320627297,30.18518601780356,25.793144438586154,grapes
143.35185246713354,36.73535065036317,225.57075338828759,7.033146254412221,0.13637908090291284,0.19873308763924064,13.52287829402579,104.73213300641008,29.07215288520694,55.547381513717596,29.341465992410647,pomegranate
110.95143819453135,91.9206841607173,176.83255208965156,5.058604805741985,1.3418348859477196,0.14560139776982214,15.587110731552427,139.09429722043615,62.81220850714889,32.217523566539654,72.95462229393948,mango
155.2396112841107,23.81983991898116,87.42345103704756,4.8394976759209145,0.49048123359253215,0.2952468777956451,24.267849564697634,96.05382104338327,1384.597497378469,26.475863500750286,8.195840892104375,mulberry
101.97265211580434,73.08503113228554,261.17981509915455,4.764129954312847,2.2841331371434923,0.11329809496571,25.177615825661604,40.590950215963,155.07890364411423,40.50621123348541,24.522863809578123,potato
